prompt,audio_url_a,audio_url_b,model_a,model_b,is_attention_check
A male voice is rapping in a higher pitch and with reverb and delay on his voice. An acoustic drum sample is playing a simple hip hop groove along with a tambourine like sound. The hihat is panned to the right side of the speakers. An e-bass is playing along. A clean e-guitar sample is being repeated as a melodic and rhythmic element. This song may be playing at home while cleaning the house.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/rG_6MS6_K6g_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/rG_6MS6_K6g_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features an ambient song that consists of a wide echoing female vocal talking over resonating bowl tone and mellow percussion. It sounds passionate, percussive and hypnotic.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/BVt8RgNrwbQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/BVt8RgNrwbQ_seg2.wav,TF-MusicGen,SASS,FALSE
"A male singer sings this exciting melody with female backup singers in vocal harmony. The song is medium fast tempo with a strong bass line, steady drumming rhythm, keyboard accompaniment and a car horn playing percussively. The song has pretty bad audio quality. The song is a retro hip hop dance tune.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/f4jW2H6V7gk_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/f4jW2H6V7gk_seg2.wav,TF-MusicGen,SASS,FALSE
"This is a house song, meant for dancing. The synths are played rapidly for the build-up and then the song drops into a section where it's mostly the low, rumbling, futuristic pad and the house drum beat. This song would be heard at house dance parties.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/kYrJadZmjm0_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/kYrJadZmjm0_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features an accordion melody, electric guitar melody and trombone melody, after which there is a crowd clapping, laughing and chattering sounds. There are also tinny glass impacts in the background. It gives off fun and happy vibes.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/TWnrcjA6VTk_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/TWnrcjA6VTk_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a flat female vocal talking over loud bells, reverberant male vocal talking, water leaking sounds and choir singing. It sounds like a compilation of sounds. The recording is noisy and in mono.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/WZd2nT2Afds_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/WZd2nT2Afds_seg2.wav,TF-MusicGen,SASS,FALSE
The song is an instrumental. The song is medium tempo with an electric guitar playing chords and strumming rhythm with no other instrumentation. The song is emotional and interesting. The song is probably a demo of a guitar or guitar amplifier. The audio is average quality.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/2xATintzaj4_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/2xATintzaj4_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a breathy reverberant flute melody played over a low sustained piano bass note in the background. It sounds mystical, calming and relaxing.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/iTWZsfVCyBs_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/iTWZsfVCyBs_seg2.wav,SASS,TF-MusicGen,FALSE
"The song is an instrumental. The tempo is medium with a guitar playing a romantic lead, steady drumming, rock drumming, percussive bass line, cymbals crashing and guitar strumming rhythm. The song is exciting and youthful. The song has a bad audio quality.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/YDBxdZchOuM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/YDBxdZchOuM_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a very interactive live performance of a gospel song that consists of crowd harmonized singing and clapping, alongside passionate male vocals and shimmering hi hats which gives it a subtle rhythm. It sounds passionate, energetic and soulful.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Fg8yzA7zifw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Fg8yzA7zifw_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a reverberant breathy flute melody with an inhale sound in-between. It sounds mystical, passionate and emotional.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/0u5-WiBKam8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/0u5-WiBKam8_seg2.wav,SASS,TF-MusicGen,FALSE
This is a bluegrass music piece. There is a mandolin playing the main tune as the lead while a banjo and an acoustic guitar are supporting it in the melodic background. There is a joyful feeling to this piece. It could be used in the soundtrack of a movie or a TV show with a rural setting. It could also be used in the background of pastoral social media content.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/0-7PyzhzuYQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/0-7PyzhzuYQ_seg2.wav,SASS,TF-MusicGen,FALSE
This song is a ballad which features a male voice singing the main melody. This is accompanied by a plucked guitar playing arpeggiated chords. There are no other instruments. There is no percussion. The mood of this song is romantic. This song can be played in a romantic movie.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/8BJljuSm2Aw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/8BJljuSm2Aw_seg2.wav,SASS,TF-MusicGen,FALSE
A female voice is singing loud and in a high key. Her voice is full of reverb and a little delay. It is so loud that the speakers are speaking a lot. There are percussive instruments like chimes and tabla like sounds playing a rhythm while a flute is playing a melody in the background. This is an amateur recording with poor recording quality. This song may be playing at a local dance event.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Bl-lCgr5hGY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Bl-lCgr5hGY_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a flat male vocal talking over digital synth melody, followed by stuttering buzzy noise. The recording is in mono and very noisy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/DW3z-ByrfWY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/DW3z-ByrfWY_seg2.wav,TF-MusicGen,SASS,FALSE
This is an indie rock/pop rock music piece. There is a male vocalist singing melodically with a telephone vocal effect. The melodic background consists of an electric guitar and a bass guitar. The rhythm is played by a simple acoustic drum beat. The atmosphere is groovy. This piece could be used during a badass scene in a thriller movie.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/LAHWV6fZwUk_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/LAHWV6fZwUk_seg2.wav,SASS,TF-MusicGen,FALSE
This song contains whales singing and then a piano starts playing a composition along. This may be playing in a documentary.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/p_o6NQX7lmE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/p_o6NQX7lmE_seg2.wav,SASS,TF-MusicGen,FALSE
This Indian instrumental song features the main melody being played on a bowed instrument called the dilruba. This starts off by going to a higher note and then playing a descending lick. This is accompanied by a santoor  playing an ascending lick. There is no percussion in this song. There are no voices in this song. This song can be played in a meditation session.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/EwDiNj_5PEg_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/EwDiNj_5PEg_seg2.wav,TF-MusicGen,SASS,FALSE
"Spirited Christmas music with a fast four on the floor dance beat. There is a high pitched 'chipmunk' style vocal singing a well-known tune accompanied by syncopated synth chord stabs, a drum machine and a drum fill.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/44sbWBFswUY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/44sbWBFswUY_seg2.wav,SASS,TF-MusicGen,FALSE
This is a  low quality recording of a motown style song. The song seems to have been recorded using a cellphone. The lead female vocalist has a soulful and powerful voice. The song is upbeat and jovial.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/MocXmVbat3s_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/MocXmVbat3s_seg2.wav,TF-MusicGen,SASS,FALSE
The instrumental contains digital drums repeating a simple groove that is mostly kick and snare that sounds like a strong clap. In the background synthesizer sounds playing melodies all over the place being panned to the left and right side of the speakers. Male voices singing in a higher key and overlapping each other. The bass sounds digital and soft. This song may be playing while practicing dancing.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/jhQpTVVUQ9E_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/jhQpTVVUQ9E_seg2.wav,TF-MusicGen,SASS,FALSE
"This is a pop soul/modern r&b piece that is sung by a mellow male vocal in medium pitch. The main tune is played by the acoustic guitar with the bass guitar and the ambient synth supporting the melody in the background. There is a calm and simple acoustic drum beat in the rhythmic background. The song is played on a major scale giving it a positive, optimistic atmosphere. This piece could be used in a romantic setting. It could also be playing in the background of a coffee house or a bookstore.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/kka6zUtE3h8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/kka6zUtE3h8_seg2.wav,SASS,TF-MusicGen,FALSE
A female singer sings this beautiful melody with male and female backup singers in vocal harmony. The song is medium tempo with an acoustic guitar playing rhythm and strong string bass line with no percussion instrumentation. The song is emotional and heartfelt. The song has acapella influences and is soulful. The song is of poor audio recording quality.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/oag3I4VRXyM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/oag3I4VRXyM_seg2.wav,SASS,TF-MusicGen,FALSE
A male voice is singing kind of a calming lullaby in a higher pitch while you can hear sounds of painful screaming and crying that seem not to belong to the song. This is an amateur recording and not of the best audio-quality. This song may be playing in a cruel movie scene.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/_gWEpDgPAho_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/_gWEpDgPAho_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a passionate reverberant female vocal singing over quiet resonating sound. The recording is noisy and it sounds passionate, soulful and cultural.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/JUrYWttZJBM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/JUrYWttZJBM_seg2.wav,SASS,TF-MusicGen,FALSE
The rock music features a male voice singing a repeating melody and being backed by other male vocals. The electric guitar plays fast chords with a distortion effect on and the bass guitar follows with the same speed. The drums play a fast repeating rhythm. The quality of the audio is really low and so this leads me to believe this is an amateur recording.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/3sIlpn9nvKU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/3sIlpn9nvKU_seg2.wav,SASS,TF-MusicGen,FALSE
The rock music features a bass guitar playing a repeating melody with a distortion effect in the really-low pitch register. A set of drums is accompanying the bassist with a well-rooted and repeating rhythm.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/oJ0rdNlghn4_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/oJ0rdNlghn4_seg2.wav,TF-MusicGen,SASS,FALSE
"A male country singer sings this passionate melody with backup singers in vocal harmony. The song is medium tempo with a strong drumming rhythm, guitar accompaniment, guitar lead, percussive bass line and percussion hits. The song is passionate and romantic. The song has bad audio quality.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/9uToez74x_M_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/9uToez74x_M_seg2.wav,TF-MusicGen,SASS,FALSE
This clip features a guitar song. An overdriven guitar is struck at the beginning. This is followed by an electric guitar strumming two chords once each. The chords are strummed with a light overdrive sound. There are no other instruments in this song. A male voice talks in a narrative tone at the end of the segment.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/vOiDwXo-SuM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/vOiDwXo-SuM_seg2.wav,TF-MusicGen,SASS,FALSE
